Unnamed: 0,subj1,subj2,expected-consistency,observed-consistency,cohens-kappa,condition
104,age1-,age2-,0.4865306122448979,0.6285714285714286,0.2766295707472177,4-6 vs. 7-9
105,age1-,age5-,0.4915702479338842,0.6727272727272727,0.35630689206762034,4-6 vs. Adults
106,age1-,age5-,0.5252892561983471,0.7454545454545455,0.4637883008356546,4-6 vs. Adults
107,age1-,age5-,0.4859504132231405,0.6181818181818182,0.2572347266881029,4-6 vs. Adults
140,age1-,vgg19-,0.6376859504132232,0.6727272727272727,0.0967153284671532,4-6 vs. DNNs
141,age1-,BiTM_resnetv2_152x2-,0.4747107438016529,0.6181818181818182,0.2731277533039647,4-6 vs. DNNs
148,age1-,ResNeXt101_32x16d_swsl-,0.5084297520661157,0.7272727272727273,0.4451916610625421,4-6 vs. DNNs
153,age1-,resnext101_32x8d-,0.6320661157024794,0.5818181818181818,-0.13656783468104247,4-6 vs. DNNs
156,age1-,swag_regnety_128gf_in1k-,0.40165289256198333,0.4909090909090909,0.14917127071823208,4-6 vs. DNNs
161,age1-,age4-,0.46,0.7,0.4444444444444444,4-6 vs. 13-15
162,age1-,age4-,0.52,0.85,0.6874999999999999,4-6 vs. 13-15
163,age1-,age4-,0.54,0.9,0.7826086956521741,4-6 vs. 13-15
164,age1-,age2-,0.54,0.8,0.5652173913043479,4-6 vs. 7-9
165,age1-,age2-,0.5,0.7,0.3999999999999999,4-6 vs. 7-9
166,age1-,age1-,0.52,0.85,0.6874999999999999,4-6 vs. 4-6
167,age1-,age2-,0.5599999999999999,0.75,0.4318181818181819,4-6 vs. 7-9
168,age1-,age2-,0.5,0.7,0.3999999999999999,4-6 vs. 7-9
169,age1-,age3-,0.5599999999999999,0.85,0.6590909090909091,4-6 vs. 10-12
170,age1-,age3-,0.52,0.85,0.6874999999999999,4-6 vs. 10-12
171,age1-,age1-,0.66,0.8,0.411764705882353,4-6 vs. 4-6
172,age1-,age4-,0.5599999999999999,0.85,0.6590909090909091,4-6 vs. 13-15
173,age1-,age4-,0.5,0.8,0.6000000000000001,4-6 vs. 13-15
174,age1-,age4-,0.5,0.8,0.6000000000000001,4-6 vs. 13-15
175,age1-,age3-,0.54,0.9,0.7826086956521741,4-6 vs. 10-12
176,age1-,age3-,0.54,0.8,0.5652173913043479,4-6 vs. 10-12
177,age1-,age3-,0.5,0.8,0.6000000000000001,4-6 vs. 10-12
178,age1-,age3-,0.5599999999999999,0.85,0.6590909090909091,4-6 vs. 10-12
179,age1-,age3-,0.52,0.85,0.6874999999999999,4-6 vs. 10-12
180,age1-,age2-,0.5,0.8,0.6000000000000001,4-6 vs. 7-9
181,age1-,age5-,0.48,0.75,0.5192307692307693,4-6 vs. Adults
182,age1-,age5-,0.54,0.9,0.7826086956521741,4-6 vs. Adults
183,age1-,age5-,0.52,0.85,0.6874999999999999,4-6 vs. Adults
216,age1-,vgg19-,0.66,0.7,0.1176470588235292,4-6 vs. DNNs
217,age1-,BiTM_resnetv2_152x2-,0.48,0.75,0.5192307692307693,4-6 vs. DNNs
224,age1-,ResNeXt101_32x16d_swsl-,0.48,0.75,0.5192307692307693,4-6 vs. DNNs
229,age1-,resnext101_32x8d-,0.66,0.6,-0.1764705882352943,4-6 vs. DNNs
232,age1-,swag_regnety_128gf_in1k-,0.36,0.45,0.14062500000000006,4-6 vs. DNNs
237,age4-,age4-,0.4928,0.72,0.4479495268138801,13-15 vs. 13-15
238,age4-,age4-,0.4742857142857143,0.7142857142857143,0.4565217391304348,13-15 vs. 13-15
239,age4-,age2-,0.4742857142857143,0.7142857142857143,0.4565217391304348,7-9 vs. 13-15
240,age4-,age2-,0.5028571428571429,0.8,0.5977011494252874,7-9 vs. 13-15
241,age4-,age1-,0.4857142857142857,0.6571428571428571,0.3333333333333334,4-6 vs. 13-15
242,age4-,age2-,0.4742857142857143,0.6571428571428571,0.3478260869565217,7-9 vs. 13-15
243,age4-,age2-,0.5028571428571429,0.6857142857142857,0.36781609195402293,7-9 vs. 13-15
244,age4-,age3-,0.4857142857142857,0.6571428571428571,0.3333333333333334,10-12 vs. 13-15
245,age4-,age3-,0.4857142857142857,0.8285714285714286,0.6666666666666669,10-12 vs. 13-15
246,age4-,age1-,0.4511111111111111,0.5666666666666667,0.21052631578947364,4-6 vs. 13-15
247,age4-,age4-,0.4742857142857143,0.7142857142857143,0.4565217391304348,13-15 vs. 13-15
248,age4-,age4-,0.5,0.8,0.6000000000000001,13-15 vs. 13-15
249,age4-,age4-,0.5142857142857142,0.7428571428571429,0.4705882352941178,13-15 vs. 13-15
250,age4-,age3-,0.4971428571428571,0.7714285714285715,0.5454545454545455,10-12 vs. 13-15
251,age4-,age3-,0.4914285714285714,0.8,0.6067415730337079,10-12 vs. 13-15
252,age4-,age3-,0.5,0.8,0.6000000000000001,10-12 vs. 13-15
253,age4-,age3-,0.4914285714285714,0.7428571428571429,0.4943820224719102,10-12 vs. 13-15
254,age4-,age3-,0.4900000000000001,0.75,0.5098039215686273,10-12 vs. 13-15
255,age4-,age2-,0.4971428571428571,0.7714285714285715,0.5454545454545455,7-9 vs. 13-15
256,age4-,age5-,0.5142857142857142,0.7428571428571429,0.4705882352941178,13-15 vs. Adults
257,age4-,age5-,0.48,0.7428571428571429,0.5054945054945056,13-15 vs. Adults
258,age4-,age5-,0.5028571428571429,0.7428571428571429,0.4827586206896552,13-15 vs. Adults
291,age4-,vgg19-,0.4114285714285715,0.4,-0.019417475728155387,13-15 vs. DNNs
292,age4-,BiTM_resnetv2_152x2-,0.5142857142857142,0.7428571428571429,0.4705882352941178,13-15 vs. DNNs
299,age4-,ResNeXt101_32x16d_swsl-,0.4857142857142857,0.7142857142857143,0.4444444444444445,13-15 vs. DNNs
304,age4-,resnext101_32x8d-,0.4171428571428572,0.42857142857142855,0.019607843137254853,13-15 vs. DNNs
307,age4-,swag_regnety_128gf_in1k-,0.5714285714285714,0.5714285714285714,0.0,13-15 vs. DNNs
312,age4-,age4-,0.5168,0.92,0.8344370860927153,13-15 vs. 13-15
313,age4-,age2-,0.5216000000000001,0.72,0.41471571906354493,7-9 vs. 13-15
314,age4-,age2-,0.4976,0.76,0.5222929936305732,7-9 vs. 13-15
315,age4-,age1-,0.512,0.72,0.4262295081967212,4-6 vs. 13-15
316,age4-,age2-,0.5216000000000001,0.72,0.41471571906354493,7-9 vs. 13-15
317,age4-,age2-,0.4976,0.76,0.5222929936305732,7-9 vs. 13-15
318,age4-,age3-,0.5168,0.92,0.8344370860927153,10-12 vs. 13-15
319,age4-,age3-,0.512,0.88,0.7540983606557377,10-12 vs. 13-15
320,age4-,age1-,0.5504000000000001,0.64,0.19928825622775784,4-6 vs. 13-15
321,age4-,age4-,0.5168,0.84,0.6688741721854303,13-15 vs. 13-15
322,age4-,age4-,0.5,0.95,0.8999999999999999,13-15 vs. 13-15
323,age4-,age4-,0.4928,0.88,0.7634069400630915,13-15 vs. 13-15
324,age4-,age3-,0.5072000000000001,0.84,0.6753246753246752,10-12 vs. 13-15
325,age4-,age3-,0.512,0.8,0.5901639344262296,10-12 vs. 13-15
326,age4-,age3-,0.5,0.95,0.8999999999999999,10-12 vs. 13-15
327,age4-,age3-,0.5168,0.76,0.5033112582781457,10-12 vs. 13-15
328,age4-,age3-,0.5050000000000001,0.9,0.797979797979798,10-12 vs. 13-15
329,age4-,age2-,0.4976,0.84,0.6815286624203821,7-9 vs. 13-15
330,age4-,age5-,0.4928,0.64,0.2902208201892745,13-15 vs. Adults
331,age4-,age5-,0.512,0.8,0.5901639344262296,13-15 vs. Adults
332,age4-,age5-,0.5024,0.72,0.4372990353697749,13-15 vs. Adults
365,age4-,vgg19-,0.5504000000000001,0.56,0.021352313167259662,13-15 vs. DNNs
366,age4-,BiTM_resnetv2_152x2-,0.4928,0.72,0.4479495268138801,13-15 vs. DNNs
373,age4-,ResNeXt101_32x16d_swsl-,0.4976,0.68,0.3630573248407644,13-15 vs. DNNs
378,age4-,resnext101_32x8d-,0.5504000000000001,0.48,-0.15658362989323876,13-15 vs. DNNs
381,age4-,swag_regnety_128gf_in1k-,0.4544,0.56,0.19354838709677424,13-15 vs. DNNs
386,age4-,age2-,0.5293827160493827,0.6666666666666666,0.29171038824763895,7-9 vs. 13-15
387,age4-,age2-,0.5120987654320988,0.6888888888888889,0.3623481781376518,7-9 vs. 13-15
388,age4-,age1-,0.525,0.725,0.4210526315789473,4-6 vs. 13-15
389,age4-,age2-,0.5120987654320988,0.7333333333333333,0.4534412955465586,7-9 vs. 13-15
390,age4-,age2-,0.5051851851851852,0.7333333333333333,0.4610778443113772,7-9 vs. 13-15
391,age4-,age3-,0.508641975308642,0.8,0.5929648241206031,10-12 vs. 13-15
392,age4-,age3-,0.5155555555555555,0.7555555555555555,0.4954128440366972,10-12 vs. 13-15
393,age4-,age1-,0.5977777777777777,0.7666666666666667,0.4198895027624312,4-6 vs. 13-15
394,age4-,age4-,0.508641975308642,0.7555555555555555,0.5025125628140703,13-15 vs. 13-15
395,age4-,age4-,0.5,0.9,0.8,13-15 vs. 13-15
396,age4-,age4-,0.48,0.7,0.42307692307692296,13-15 vs. 13-15
397,age4-,age4-,0.4976,0.52,0.04458598726114645,13-15 vs. 13-15
398,age4-,age3-,0.5,0.8,0.6000000000000001,10-12 vs. 13-15
399,age4-,age3-,0.51,0.75,0.4897959183673469,10-12 vs. 13-15
400,age4-,age1-,0.5168,0.76,0.5033112582781457,4-6 vs. 13-15
401,age4-,age1-,0.56,0.7,0.31818181818181795,4-6 vs. 13-15
402,age4-,age3-,0.5,0.9,0.8,10-12 vs. 13-15
403,age4-,age3-,0.515,0.775,0.5360824742268041,10-12 vs. 13-15
404,age4-,age3-,0.51,0.95,0.8979591836734693,10-12 vs. 13-15
405,age4-,age3-,0.51,0.75,0.4897959183673469,10-12 vs. 13-15
406,age4-,age3-,0.4928,0.72,0.4479495268138801,10-12 vs. 13-15
407,age4-,age2-,0.508641975308642,0.8,0.5929648241206031,7-9 vs. 13-15
408,age4-,age2-,0.4928,0.64,0.2902208201892745,7-9 vs. 13-15
409,age4-,age5-,0.4948148148148148,0.6666666666666666,0.3401759530791788,13-15 vs. Adults
410,age4-,age5-,0.5224691358024691,0.8,0.5811789038262669,13-15 vs. Adults
411,age4-,age5-,0.4948148148148148,0.8,0.6041055718475075,13-15 vs. Adults
444,age4-,vgg19-,0.5708641975308643,0.5777777777777777,0.01611047180667407,13-15 vs. DNNs
445,age4-,BiTM_resnetv2_152x2-,0.491358024691358,0.6888888888888889,0.3883495145631068,13-15 vs. DNNs
452,age4-,ResNeXt101_32x16d_swsl-,0.508641975308642,0.6666666666666666,0.32160804020100503,13-15 vs. DNNs
457,age4-,resnext101_32x8d-,0.5674074074074074,0.5111111111111111,-0.13013698630136986,13-15 vs. DNNs
460,age4-,swag_regnety_128gf_in1k-,0.44296296296296295,0.5111111111111111,0.12234042553191485,13-15 vs. DNNs
465,age2-,age2-,0.505625,0.7875,0.5701643489254108,7-9 vs. 7-9
466,age2-,age1-,0.5555555555555556,0.8222222222222222,0.5999999999999999,4-6 vs. 7-9
467,age2-,age2-,0.54,0.62,0.1739130434782608,7-9 vs. 7-9
468,age2-,age2-,0.505625,0.7125,0.4184576485461442,7-9 vs. 7-9
469,age2-,age3-,0.524,0.74,0.453781512605042,7-9 vs. 10-12
470,age2-,age3-,0.5084375,0.775,0.5422759059122696,7-9 vs. 10-12
471,age2-,age1-,0.5977777777777777,0.7666666666666667,0.4198895027624312,4-6 vs. 7-9
472,age2-,age4-,0.52,0.7166666666666667,0.4097222222222222,7-9 vs. 13-15
473,age2-,age4-,0.5,0.7,0.3999999999999999,7-9 vs. 13-15
474,age2-,age4-,0.4677685950413224,0.7090909090909091,0.453416149068323,7-9 vs. 13-15
475,age2-,age4-,0.4883333333333333,0.7333333333333333,0.4788273615635178,7-9 vs. 13-15
476,age2-,age3-,0.4864197530864197,0.7333333333333333,0.4807692307692307,7-9 vs. 10-12
477,age2-,age3-,0.5111111111111111,0.6888888888888889,0.3636363636363637,7-9 vs. 10-12
478,age2-,age1-,0.588888888888889,0.7666666666666667,0.4324324324324324,4-6 vs. 7-9
479,age2-,age1-,0.6500000000000001,0.95,0.857142857142857,4-6 vs. 7-9
480,age2-,age3-,0.5,0.7,0.3999999999999999,7-9 vs. 10-12
481,age2-,age3-,0.52625,0.75,0.4722955145118734,7-9 vs. 10-12
482,age2-,age3-,0.51,0.75,0.4897959183673469,7-9 vs. 10-12
483,age2-,age3-,0.525,0.7,0.3684210526315788,7-9 vs. 10-12
484,age2-,age3-,0.5,0.6666666666666666,0.3333333333333333,7-9 vs. 10-12
485,age2-,age3-,0.52,0.68,0.3333333333333334,7-9 vs. 10-12
486,age2-,age3-,0.54,0.6,0.13043478260869554,7-9 vs. 10-12
487,age2-,age3-,0.5168,0.76,0.5033112582781457,7-9 vs. 10-12
488,age2-,age2-,0.51,0.7166666666666667,0.4217687074829932,7-9 vs. 7-9
489,age2-,age2-,0.4844444444444445,0.6833333333333333,0.3857758620689655,7-9 vs. 7-9
490,age2-,age3-,0.5072000000000001,0.68,0.3506493506493506,7-9 vs. 10-12
491,age2-,age5-,0.4859375,0.625,0.2705167173252279,7-9 vs. Adults
492,age2-,age5-,0.505625,0.7375,0.4690265486725665,7-9 vs. Adults
493,age2-,age5-,0.48875,0.6875,0.3887530562347188,7-9 vs. Adults
526,age2-,vgg19-,0.5956250000000001,0.5875,-0.020092735703245875,7-9 vs. DNNs
527,age2-,BiTM_resnetv2_152x2-,0.4803125,0.675,0.3746241731809982,7-9 vs. DNNs
534,age2-,ResNeXt101_32x16d_swsl-,0.505625,0.6125,0.2161820480404552,7-9 vs. DNNs
539,age2-,resnext101_32x8d-,0.5956250000000001,0.5625,-0.08191653786707903,7-9 vs. DNNs
542,age2-,swag_regnety_128gf_in1k-,0.4409375,0.525,0.15036333147009498,7-9 vs. DNNs
547,age2-,age1-,0.5111111111111111,0.7333333333333333,0.4545454545454545,4-6 vs. 7-9
548,age2-,age2-,0.516,0.66,0.2975206611570249,7-9 vs. 7-9
549,age2-,age2-,0.50125,0.825,0.6491228070175438,7-9 vs. 7-9
550,age2-,age3-,0.5096,0.66,0.3066884176182708,7-9 vs. 10-12
551,age2-,age3-,0.501875,0.7625,0.5232120451693851,7-9 vs. 10-12
552,age2-,age1-,0.4755555555555556,0.6,0.23728813559322026,4-6 vs. 7-9
553,age2-,age4-,0.5044444444444445,0.7,0.39461883408071735,7-9 vs. 13-15
554,age2-,age4-,0.5,0.8,0.6000000000000001,7-9 vs. 13-15
555,age2-,age4-,0.4978512396694215,0.8,0.6017116524028967,7-9 vs. 13-15
556,age2-,age4-,0.4966666666666667,0.7833333333333333,0.5695364238410595,7-9 vs. 13-15
557,age2-,age3-,0.4987654320987654,0.7555555555555555,0.5123152709359605,7-9 vs. 10-12
558,age2-,age3-,0.5022222222222222,0.7777777777777778,0.5535714285714286,7-9 vs. 10-12
559,age2-,age1-,0.5444444444444445,0.6333333333333333,0.195121951219512,4-6 vs. 7-9
560,age2-,age1-,0.56,0.8,0.5454545454545455,4-6 vs. 7-9
561,age2-,age3-,0.5,0.8,0.6000000000000001,7-9 vs. 10-12
562,age2-,age3-,0.5075,0.725,0.4416243654822335,7-9 vs. 10-12
563,age2-,age3-,0.5,0.75,0.5,7-9 vs. 10-12
564,age2-,age3-,0.51,0.55,0.08163265306122458,7-9 vs. 10-12
565,age2-,age3-,0.5,0.7333333333333333,0.4666666666666666,7-9 vs. 10-12
566,age2-,age3-,0.496,0.48,-0.03174603174603177,7-9 vs. 10-12
567,age2-,age3-,0.5,0.6,0.2,7-9 vs. 10-12
568,age2-,age3-,0.5056,0.72,0.4336569579288025,7-9 vs. 10-12
569,age2-,age2-,0.5022222222222222,0.8,0.5982142857142858,7-9 vs. 7-9
570,age2-,age2-,0.4955555555555555,0.8,0.60352422907489,7-9 vs. 7-9
571,age2-,age3-,0.4976,0.76,0.5222929936305732,7-9 vs. 10-12
572,age2-,age5-,0.496875,0.6875,0.3788819875776398,7-9 vs. Adults
573,age2-,age5-,0.50125,0.75,0.4987468671679198,7-9 vs. Adults
574,age2-,age5-,0.4975,0.775,0.5522388059701494,7-9 vs. Adults
607,age2-,vgg19-,0.52125,0.525,0.007832898172323825,7-9 vs. DNNs
608,age2-,BiTM_resnetv2_152x2-,0.495625,0.6875,0.3804213135068154,7-9 vs. DNNs
615,age2-,ResNeXt101_32x16d_swsl-,0.50125,0.675,0.3483709273182959,7-9 vs. DNNs
620,age2-,resnext101_32x8d-,0.52125,0.475,-0.0966057441253264,7-9 vs. DNNs
623,age2-,swag_regnety_128gf_in1k-,0.486875,0.6625,0.3422655298416565,7-9 vs. DNNs
628,age1-,age2-,0.525,0.625,0.21052631578947364,4-6 vs. 7-9
629,age1-,age2-,0.5111111111111111,0.6888888888888889,0.3636363636363637,4-6 vs. 7-9
630,age1-,age3-,0.51875,0.7,0.3766233766233765,4-6 vs. 10-12
631,age1-,age3-,0.5259259259259259,0.7777777777777778,0.53125,4-6 vs. 10-12
632,age1-,age1-,0.5488888888888889,0.7,0.334975369458128,4-6 vs. 4-6
633,age1-,age4-,0.5333333333333333,0.7555555555555555,0.4761904761904762,4-6 vs. 13-15
634,age1-,age4-,0.5,0.75,0.5,4-6 vs. 13-15
635,age1-,age4-,0.4592592592592593,0.6222222222222222,0.3013698630136987,4-6 vs. 13-15
636,age1-,age4-,0.5104,0.68,0.3464052287581701,4-6 vs. 13-15
637,age1-,age3-,0.5,0.775,0.55,4-6 vs. 10-12
638,age1-,age3-,0.5111111111111111,0.6888888888888889,0.3636363636363637,4-6 vs. 10-12
639,age1-,age1-,0.5599999999999999,0.75,0.4318181818181819,4-6 vs. 4-6
640,age1-,age1-,0.6199999999999999,0.9,0.7368421052631581,4-6 vs. 4-6
641,age1-,age3-,0.5,0.75,0.5,4-6 vs. 10-12
642,age1-,age3-,0.51875,0.75,0.4805194805194805,4-6 vs. 10-12
643,age1-,age3-,0.5050000000000001,0.8,0.5959595959595959,4-6 vs. 10-12
644,age1-,age3-,0.52,0.65,0.27083333333333337,4-6 vs. 10-12
645,age1-,age3-,0.46,0.7,0.4444444444444444,4-6 vs. 10-12
646,age1-,age2-,0.5037037037037037,0.7111111111111111,0.4179104477611941,4-6 vs. 7-9
647,age1-,age2-,0.4480000000000001,0.64,0.3478260869565217,4-6 vs. 7-9
648,age1-,age5-,0.4888888888888889,0.6666666666666666,0.3478260869565216,4-6 vs. Adults
649,age1-,age5-,0.5333333333333333,0.7111111111111111,0.38095238095238093,4-6 vs. Adults
650,age1-,age5-,0.4962962962962964,0.7333333333333333,0.4705882352941175,4-6 vs. Adults
683,age1-,vgg19-,0.6444444444444446,0.6444444444444445,-3.1225022567582542e-16,4-6 vs. DNNs
684,age1-,BiTM_resnetv2_152x2-,0.4888888888888889,0.6666666666666666,0.3478260869565216,4-6 vs. DNNs
691,age1-,ResNeXt101_32x16d_swsl-,0.5259259259259259,0.6888888888888889,0.34375,4-6 vs. DNNs
696,age1-,resnext101_32x8d-,0.6444444444444446,0.6,-0.12500000000000056,4-6 vs. DNNs
699,age1-,swag_regnety_128gf_in1k-,0.3851851851851852,0.4,0.02409638554216871,4-6 vs. DNNs
704,age2-,age2-,0.512,0.64,0.26229508196721313,7-9 vs. 7-9
705,age2-,age3-,0.512,0.6,0.18032786885245894,7-9 vs. 10-12
706,age2-,age3-,0.52,0.64,0.25,7-9 vs. 10-12
707,age2-,age1-,0.6466666666666667,0.7,0.15094339622641484,4-6 vs. 7-9
708,age2-,age4-,0.516,0.74,0.4628099173553719,7-9 vs. 13-15
709,age2-,age4-,0.5,0.75,0.5,7-9 vs. 13-15
710,age2-,age4-,0.4809876543209877,0.6666666666666666,0.35775451950523296,7-9 vs. 13-15
711,age2-,age4-,0.5,0.6,0.2,7-9 vs. 13-15
712,age2-,age3-,0.5,0.7,0.3999999999999999,7-9 vs. 10-12
713,age2-,age3-,0.51,0.7,0.3877551020408162,7-9 vs. 10-12
714,age2-,age1-,0.5222222222222223,0.7,0.3720930232558137,4-6 vs. 7-9
715,age2-,age1-,0.53,0.65,0.2553191489361702,4-6 vs. 7-9
716,age2-,age3-,0.5,0.75,0.5,7-9 vs. 10-12
717,age2-,age3-,0.515,0.575,0.12371134020618545,7-9 vs. 10-12
718,age2-,age3-,0.515,0.7,0.381443298969072,7-9 vs. 10-12
719,age2-,age3-,0.5050000000000001,0.6,0.19191919191919168,7-9 vs. 10-12
720,age2-,age3-,0.5,0.7333333333333333,0.4666666666666666,7-9 vs. 10-12
721,age2-,age2-,0.516,0.66,0.2975206611570249,7-9 vs. 7-9
722,age2-,age2-,0.4955555555555555,0.7,0.4052863436123347,7-9 vs. 7-9
723,age2-,age5-,0.496,0.64,0.2857142857142857,7-9 vs. Adults
724,age2-,age5-,0.524,0.7,0.3697478991596637,7-9 vs. Adults
725,age2-,age5-,0.496,0.72,0.4444444444444444,7-9 vs. Adults
758,age2-,vgg19-,0.5920000000000001,0.56,-0.0784313725490194,7-9 vs. DNNs
759,age2-,BiTM_resnetv2_152x2-,0.488,0.6,0.21875,7-9 vs. DNNs
766,age2-,ResNeXt101_32x16d_swsl-,0.508,0.7,0.3902439024390243,7-9 vs. DNNs
771,age2-,resnext101_32x8d-,0.5840000000000001,0.56,-0.05769230769230775,7-9 vs. DNNs
774,age2-,swag_regnety_128gf_in1k-,0.4320000000000001,0.48,0.08450704225352101,7-9 vs. DNNs
779,age2-,age3-,0.5072000000000001,0.6,0.1883116883116881,7-9 vs. 10-12
780,age2-,age3-,0.501875,0.7375,0.4730238393977417,7-9 vs. 10-12
781,age2-,age1-,0.4755555555555556,0.5333333333333333,0.11016949152542367,4-6 vs. 7-9
782,age2-,age4-,0.5066666666666667,0.75,0.4932432432432432,7-9 vs. 13-15
783,age2-,age4-,0.5,0.8,0.6000000000000001,7-9 vs. 13-15
784,age2-,age4-,0.4892561983471074,0.7636363636363637,0.5372168284789645,7-9 vs. 13-15
785,age2-,age4-,0.4966666666666667,0.7166666666666667,0.4370860927152317,7-9 vs. 13-15
786,age2-,age3-,0.4987654320987654,0.7111111111111111,0.4236453201970444,7-9 vs. 10-12
787,age2-,age3-,0.5022222222222222,0.6888888888888889,0.375,7-9 vs. 10-12
788,age2-,age1-,0.5333333333333333,0.6,0.14285714285714282,4-6 vs. 7-9
789,age2-,age1-,0.53,0.65,0.2553191489361702,4-6 vs. 7-9
790,age2-,age3-,0.5,0.8,0.6000000000000001,7-9 vs. 10-12
791,age2-,age3-,0.50375,0.75,0.4962216624685138,7-9 vs. 10-12
792,age2-,age3-,0.5,0.75,0.5,7-9 vs. 10-12
793,age2-,age3-,0.5050000000000001,0.7,0.3939393939393937,7-9 vs. 10-12
794,age2-,age3-,0.5,0.7,0.3999999999999999,7-9 vs. 10-12
795,age2-,age3-,0.512,0.64,0.26229508196721313,7-9 vs. 10-12
