Unnamed: 0,subj1,subj2,expected-consistency,observed-consistency,cohens-kappa,condition
86,age1-,age2-,0.5309090909090909,0.6181818181818182,0.18604651162790695,4-6 vs. 7-9
87,age1-,age3-,0.54,0.7,0.3478260869565216,4-6 vs. 10-12
88,age1-,age3-,0.5309090909090909,0.6545454545454545,0.26356589147286824,4-6 vs. 10-12
89,age1-,age1-,0.4911111111111111,0.5,0.017467248908296946,4-6 vs. 4-6
90,age1-,age4-,0.5454545454545454,0.7636363636363637,0.4800000000000001,4-6 vs. 13-15
91,age1-,age4-,0.53,0.75,0.4680851063829787,4-6 vs. 13-15
92,age1-,age4-,0.5559999999999999,0.7,0.32432432432432434,4-6 vs. 13-15
93,age1-,age4-,0.5387755102040817,0.6857142857142857,0.3185840707964602,4-6 vs. 13-15
94,age1-,age3-,0.5328395061728395,0.6888888888888889,0.33403805496828753,4-6 vs. 10-12
95,age1-,age3-,0.5375,0.625,0.18918918918918926,4-6 vs. 10-12
96,age1-,age1-,0.5177777777777778,0.6,0.17050691244239627,4-6 vs. 4-6
97,age1-,age1-,0.5,0.8,0.6000000000000001,4-6 vs. 4-6
98,age1-,age3-,0.53,0.85,0.6808510638297872,4-6 vs. 10-12
99,age1-,age3-,0.5225,0.725,0.4240837696335079,4-6 vs. 10-12
100,age1-,age3-,0.5,0.75,0.5,4-6 vs. 10-12
101,age1-,age3-,0.5,0.7,0.3999999999999999,4-6 vs. 10-12
102,age1-,age3-,0.5355555555555556,0.6,0.13875598086124394,4-6 vs. 10-12
103,age1-,age2-,0.5527272727272727,0.6545454545454545,0.22764227642276424,4-6 vs. 7-9
104,age1-,age2-,0.5346938775510204,0.7142857142857143,0.38596491228070173,4-6 vs. 7-9
105,age1-,age5-,0.5418181818181819,0.7454545454545455,0.4444444444444444,4-6 vs. Adults
106,age1-,age5-,0.5381818181818182,0.6909090909090909,0.3307086614173228,4-6 vs. Adults
107,age1-,age5-,0.5527272727272727,0.6181818181818182,0.1463414634146341,4-6 vs. Adults
140,age1-,vgg19-,0.41454545454545455,0.4363636363636363,0.03726708074534157,4-6 vs. DNNs
141,age1-,BiTM_resnetv2_152x2-,0.5636363636363636,0.6727272727272727,0.2500000000000001,4-6 vs. DNNs
148,age1-,ResNeXt101_32x16d_swsl-,0.5527272727272727,0.7272727272727273,0.3902439024390244,4-6 vs. DNNs
153,age1-,resnext101_32x8d-,0.4472727272727273,0.3818181818181817,-0.1184210526315789,4-6 vs. DNNs
156,age1-,swag_regnety_128gf_in1k-,0.5890909090909091,0.6181818181818182,0.07079646017699108,4-6 vs. DNNs
161,age1-,age4-,0.51,0.65,0.2857142857142857,4-6 vs. 13-15
162,age1-,age4-,0.52,0.85,0.6874999999999999,4-6 vs. 13-15
163,age1-,age4-,0.51,0.85,0.6938775510204082,4-6 vs. 13-15
164,age1-,age2-,0.495,0.7,0.40594059405940586,4-6 vs. 7-9
165,age1-,age2-,0.52,0.75,0.4791666666666666,4-6 vs. 7-9
166,age1-,age1-,0.495,0.8,0.603960396039604,4-6 vs. 4-6
167,age1-,age2-,0.515,0.8,0.5876288659793816,4-6 vs. 7-9
168,age1-,age2-,0.51,0.75,0.4897959183673469,4-6 vs. 7-9
169,age1-,age3-,0.52,0.75,0.4791666666666666,4-6 vs. 10-12
170,age1-,age3-,0.51,0.75,0.4897959183673469,4-6 vs. 10-12
171,age1-,age1-,0.47,0.65,0.33962264150943405,4-6 vs. 4-6
172,age1-,age4-,0.515,0.8,0.5876288659793816,4-6 vs. 13-15
173,age1-,age4-,0.51,0.65,0.2857142857142857,4-6 vs. 13-15
174,age1-,age4-,0.53,0.65,0.2553191489361702,4-6 vs. 13-15
175,age1-,age3-,0.52,0.75,0.4791666666666666,4-6 vs. 10-12
176,age1-,age3-,0.52,0.75,0.4791666666666666,4-6 vs. 10-12
177,age1-,age3-,0.51,0.75,0.4897959183673469,4-6 vs. 10-12
178,age1-,age3-,0.505,0.9,0.797979797979798,4-6 vs. 10-12
179,age1-,age3-,0.5,0.95,0.8999999999999999,4-6 vs. 10-12
180,age1-,age2-,0.525,0.8,0.5789473684210527,4-6 vs. 7-9
181,age1-,age5-,0.52,0.75,0.4791666666666666,4-6 vs. Adults
182,age1-,age5-,0.525,0.6,0.15789473684210514,4-6 vs. Adults
183,age1-,age5-,0.525,0.8,0.5789473684210527,4-6 vs. Adults
216,age1-,vgg19-,0.465,0.4,-0.12149532710280365,4-6 vs. DNNs
217,age1-,BiTM_resnetv2_152x2-,0.535,0.7,0.3548387096774192,4-6 vs. DNNs
224,age1-,ResNeXt101_32x16d_swsl-,0.525,0.6,0.15789473684210514,4-6 vs. DNNs
229,age1-,resnext101_32x8d-,0.475,0.5,0.047619047619047665,4-6 vs. DNNs
232,age1-,swag_regnety_128gf_in1k-,0.54,0.65,0.2391304347826087,4-6 vs. DNNs
237,age4-,age4-,0.536,0.68,0.31034482758620696,13-15 vs. 13-15
238,age4-,age4-,0.5918367346938775,0.8857142857142857,0.7199999999999999,13-15 vs. 13-15
239,age4-,age2-,0.5306122448979592,0.6857142857142857,0.33043478260869563,7-9 vs. 13-15
240,age4-,age2-,0.5673469387755102,0.6571428571428571,0.20754716981132068,7-9 vs. 13-15
241,age4-,age1-,0.5306122448979592,0.6285714285714286,0.20869565217391292,4-6 vs. 13-15
242,age4-,age2-,0.5795918367346938,0.8,0.5242718446601944,7-9 vs. 13-15
243,age4-,age2-,0.5795918367346938,0.6285714285714286,0.1165048543689321,7-9 vs. 13-15
244,age4-,age3-,0.5918367346938775,0.8285714285714286,0.5800000000000002,10-12 vs. 13-15
245,age4-,age3-,0.5918367346938775,0.7142857142857143,0.30000000000000004,10-12 vs. 13-15
246,age4-,age1-,0.4555555555555556,0.6333333333333333,0.3265306122448979,4-6 vs. 13-15
247,age4-,age4-,0.5918367346938775,0.8285714285714286,0.5800000000000002,13-15 vs. 13-15
248,age4-,age4-,0.52,0.7,0.3749999999999999,13-15 vs. 13-15
249,age4-,age4-,0.6408163265306124,0.8857142857142857,0.6818181818181815,13-15 vs. 13-15
250,age4-,age3-,0.6040816326530613,0.8,0.4948453608247424,10-12 vs. 13-15
251,age4-,age3-,0.6040816326530613,0.7428571428571429,0.3505154639175258,10-12 vs. 13-15
252,age4-,age3-,0.52,0.9,0.7916666666666667,10-12 vs. 13-15
253,age4-,age3-,0.5551020408163265,0.8,0.5504587155963304,10-12 vs. 13-15
254,age4-,age3-,0.5,0.7,0.3999999999999999,10-12 vs. 13-15
255,age4-,age2-,0.6408163265306124,0.8857142857142857,0.6818181818181815,7-9 vs. 13-15
256,age4-,age5-,0.5918367346938775,0.7714285714285715,0.4400000000000001,13-15 vs. Adults
257,age4-,age5-,0.5918367346938775,0.7714285714285715,0.4400000000000001,13-15 vs. Adults
258,age4-,age5-,0.6285714285714287,0.8,0.4615384615384615,13-15 vs. Adults
291,age4-,vgg19-,0.3224489795918367,0.3142857142857143,-0.012048192771084315,13-15 vs. DNNs
292,age4-,BiTM_resnetv2_152x2-,0.6285714285714287,0.7428571428571429,0.3076923076923076,13-15 vs. DNNs
299,age4-,ResNeXt101_32x16d_swsl-,0.6040816326530613,0.7428571428571429,0.3505154639175258,13-15 vs. DNNs
304,age4-,resnext101_32x8d-,0.3959183673469388,0.37142857142857133,-0.040540540540540466,13-15 vs. DNNs
307,age4-,swag_regnety_128gf_in1k-,0.6775510204081632,0.7428571428571429,0.20253164556962056,13-15 vs. DNNs
312,age4-,age4-,0.536,0.84,0.6551724137931033,13-15 vs. 13-15
313,age4-,age2-,0.4784000000000001,0.68,0.3865030674846626,7-9 vs. 13-15
314,age4-,age2-,0.5504,0.8,0.5551601423487545,7-9 vs. 13-15
315,age4-,age1-,0.4784000000000001,0.6,0.2331288343558281,4-6 vs. 13-15
316,age4-,age2-,0.5504,0.8,0.5551601423487545,7-9 vs. 13-15
317,age4-,age2-,0.5504,0.72,0.3772241992882562,7-9 vs. 13-15
318,age4-,age3-,0.5648000000000001,0.84,0.6323529411764705,10-12 vs. 13-15
319,age4-,age3-,0.5504,0.8,0.5551601423487545,10-12 vs. 13-15
320,age4-,age1-,0.4208,0.6,0.3093922651933701,4-6 vs. 13-15
321,age4-,age4-,0.536,0.76,0.4827586206896552,13-15 vs. 13-15
322,age4-,age4-,0.54,0.6,0.13043478260869554,13-15 vs. 13-15
323,age4-,age4-,0.5936,0.84,0.6062992125984251,13-15 vs. 13-15
324,age4-,age3-,0.5648000000000001,0.76,0.4485294117647058,10-12 vs. 13-15
325,age4-,age3-,0.5648000000000001,0.76,0.4485294117647058,10-12 vs. 13-15
326,age4-,age3-,0.54,0.7,0.3478260869565216,10-12 vs. 13-15
327,age4-,age3-,0.5072,0.84,0.6753246753246752,10-12 vs. 13-15
328,age4-,age3-,0.5,0.8,0.6000000000000001,10-12 vs. 13-15
329,age4-,age2-,0.5936,0.76,0.4094488188976378,7-9 vs. 13-15
330,age4-,age5-,0.5648000000000001,0.76,0.4485294117647058,13-15 vs. Adults
331,age4-,age5-,0.5648000000000001,0.68,0.2647058823529412,13-15 vs. Adults
332,age4-,age5-,0.5792,0.72,0.3346007604562736,13-15 vs. Adults
365,age4-,vgg19-,0.3632,0.36,-0.005025125628140672,13-15 vs. DNNs
366,age4-,BiTM_resnetv2_152x2-,0.5936,0.68,0.2125984251968505,13-15 vs. DNNs
373,age4-,ResNeXt101_32x16d_swsl-,0.5648000000000001,0.52,-0.1029411764705884,13-15 vs. DNNs
378,age4-,resnext101_32x8d-,0.4208,0.44,0.033149171270718224,13-15 vs. DNNs
381,age4-,swag_regnety_128gf_in1k-,0.6368,0.8,0.4493392070484582,13-15 vs. DNNs
386,age4-,age2-,0.5511111111111111,0.7555555555555555,0.4554455445544554,7-9 vs. 13-15
387,age4-,age2-,0.5738271604938272,0.7555555555555555,0.4264194669756662,7-9 vs. 13-15
388,age4-,age1-,0.53375,0.7,0.35656836461126,4-6 vs. 13-15
389,age4-,age2-,0.6192592592592593,0.9333333333333332,0.8249027237354086,7-9 vs. 13-15
390,age4-,age2-,0.6079012345679012,0.7777777777777778,0.4332493702770781,7-9 vs. 13-15
391,age4-,age3-,0.6079012345679012,0.8666666666666667,0.6599496221662471,10-12 vs. 13-15
392,age4-,age3-,0.6192592592592593,0.8444444444444444,0.5914396887159533,10-12 vs. 13-15
393,age4-,age1-,0.4555555555555556,0.7,0.4489795918367346,4-6 vs. 13-15
394,age4-,age4-,0.6306172839506172,0.8222222222222222,0.5187165775401069,13-15 vs. 13-15
395,age4-,age4-,0.52,0.8,0.5833333333333334,13-15 vs. 13-15
396,age4-,age4-,0.6575,0.875,0.635036496350365,13-15 vs. 13-15
397,age4-,age4-,0.7584,0.96,0.8344370860927152,13-15 vs. 13-15
398,age4-,age3-,0.6124999999999999,0.875,0.6774193548387097,10-12 vs. 13-15
399,age4-,age3-,0.6124999999999999,0.875,0.6774193548387097,10-12 vs. 13-15
400,age4-,age1-,0.6368,0.8,0.4493392070484582,4-6 vs. 13-15
401,age4-,age1-,0.5,0.65,0.30000000000000004,4-6 vs. 13-15
402,age4-,age3-,0.52,0.8,0.5833333333333334,10-12 vs. 13-15
403,age4-,age3-,0.5675,0.925,0.8265895953757226,10-12 vs. 13-15
404,age4-,age3-,0.5,0.8,0.6000000000000001,10-12 vs. 13-15
405,age4-,age3-,0.5700000000000001,0.75,0.4186046511627906,10-12 vs. 13-15
406,age4-,age3-,0.7584,0.96,0.8344370860927152,10-12 vs. 13-15
407,age4-,age2-,0.6760493827160493,0.9111111111111112,0.725609756097561,7-9 vs. 13-15
408,age4-,age2-,0.7280000000000001,0.92,0.7058823529411765,7-9 vs. 13-15
409,age4-,age5-,0.6306172839506172,0.9111111111111112,0.7593582887700535,13-15 vs. Adults
410,age4-,age5-,0.6192592592592593,0.7555555555555555,0.35797665369649795,13-15 vs. Adults
411,age4-,age5-,0.6646913580246914,0.8888888888888888,0.6686303387334314,13-15 vs. Adults
444,age4-,vgg19-,0.2785185185185185,0.2222222222222222,-0.07802874743326496,13-15 vs. DNNs
445,age4-,BiTM_resnetv2_152x2-,0.6646913580246914,0.8,0.4035346097201769,13-15 vs. DNNs
452,age4-,ResNeXt101_32x16d_swsl-,0.6419753086419754,0.8,0.4413793103448276,13-15 vs. DNNs
457,age4-,resnext101_32x8d-,0.3580246913580247,0.3333333333333333,-0.038461538461538464,13-15 vs. DNNs
460,age4-,swag_regnety_128gf_in1k-,0.7214814814814814,0.8222222222222222,0.36170212765957455,13-15 vs. DNNs
465,age2-,age2-,0.5175,0.8125,0.6113989637305699,7-9 vs. 7-9
466,age2-,age1-,0.5120987654320988,0.6,0.18016194331983806,4-6 vs. 7-9
467,age2-,age2-,0.544,0.72,0.3859649122807016,7-9 vs. 7-9
468,age2-,age2-,0.535,0.7625,0.4892473118279568,7-9 vs. 7-9
469,age2-,age3-,0.54,0.66,0.2608695652173913,7-9 vs. 10-12
470,age2-,age3-,0.5284375,0.775,0.5228628230616302,7-9 vs. 10-12
471,age2-,age1-,0.4911111111111111,0.6333333333333333,0.279475982532751,4-6 vs. 7-9
472,age2-,age4-,0.5388888888888889,0.7833333333333333,0.5301204819277109,7-9 vs. 13-15
473,age2-,age4-,0.4900000000000001,0.65,0.3137254901960784,7-9 vs. 13-15
474,age2-,age4-,0.5358677685950413,0.7090909090909091,0.3732193732193733,7-9 vs. 13-15
475,age2-,age4-,0.5622222222222222,0.8666666666666667,0.6954314720812184,7-9 vs. 13-15
476,age2-,age3-,0.5234567901234568,0.8,0.5803108808290156,7-9 vs. 10-12
477,age2-,age3-,0.5397530864197531,0.7333333333333333,0.42060085836909866,7-9 vs. 10-12
478,age2-,age1-,0.5533333333333333,0.8,0.5522388059701493,4-6 vs. 7-9
479,age2-,age1-,0.5,0.8,0.6000000000000001,4-6 vs. 7-9
480,age2-,age3-,0.4900000000000001,0.55,0.1176470588235294,7-9 vs. 10-12
481,age2-,age3-,0.5225,0.725,0.4240837696335079,7-9 vs. 10-12
482,age2-,age3-,0.5,0.75,0.5,7-9 vs. 10-12
483,age2-,age3-,0.54,0.9,0.7826086956521741,7-9 vs. 10-12
484,age2-,age3-,0.6066666666666666,0.8666666666666667,0.6610169491525425,7-9 vs. 10-12
485,age2-,age3-,0.5616,0.68,0.27007299270073004,7-9 vs. 10-12
486,age2-,age3-,0.5,0.7,0.3999999999999999,7-9 vs. 10-12
487,age2-,age3-,0.5392,0.76,0.4791666666666667,7-9 vs. 10-12
488,age2-,age2-,0.5416666666666666,0.7,0.3454545454545454,7-9 vs. 7-9
489,age2-,age2-,0.5577777777777778,0.8166666666666667,0.5854271356783919,7-9 vs. 7-9
490,age2-,age3-,0.512,0.8,0.5901639344262296,7-9 vs. 10-12
491,age2-,age5-,0.5371875,0.75,0.4598244429439568,7-9 vs. Adults
492,age2-,age5-,0.5328125,0.75,0.4648829431438127,7-9 vs. Adults
493,age2-,age5-,0.5437500000000001,0.7375,0.4246575342465754,7-9 vs. Adults
526,age2-,vgg19-,0.4234375,0.4,-0.04065040650406504,7-9 vs. DNNs
527,age2-,BiTM_resnetv2_152x2-,0.5503125,0.675,0.2772758860319668,7-9 vs. DNNs
534,age2-,ResNeXt101_32x16d_swsl-,0.5371875,0.65,0.2437542201215395,7-9 vs. DNNs
539,age2-,resnext101_32x8d-,0.4628125,0.5,0.06922629435718447,7-9 vs. DNNs
542,age2-,swag_regnety_128gf_in1k-,0.5809375000000001,0.625,0.10514541387024584,7-9 vs. DNNs
547,age2-,age1-,0.5224691358024691,0.6222222222222222,0.2088934850051707,4-6 vs. 7-9
548,age2-,age2-,0.5528,0.78,0.5080500894454384,7-9 vs. 7-9
549,age2-,age2-,0.54,0.75,0.4565217391304348,7-9 vs. 7-9
550,age2-,age3-,0.5479999999999999,0.76,0.4690265486725663,7-9 vs. 10-12
551,age2-,age3-,0.5325,0.7625,0.4919786096256684,7-9 vs. 10-12
552,age2-,age1-,0.4555555555555556,0.5666666666666667,0.2040816326530612,4-6 vs. 7-9
553,age2-,age4-,0.5544444444444444,0.75,0.4389027431421447,7-9 vs. 13-15
554,age2-,age4-,0.54,0.8,0.5652173913043479,7-9 vs. 13-15
555,age2-,age4-,0.5563636363636364,0.7090909090909091,0.3442622950819672,7-9 vs. 13-15
556,age2-,age4-,0.5311111111111111,0.8,0.5734597156398106,7-9 vs. 13-15
557,age2-,age3-,0.5422222222222223,0.7555555555555555,0.4660194174757281,7-9 vs. 10-12
558,age2-,age3-,0.5738271604938272,0.7555555555555555,0.4264194669756662,7-9 vs. 10-12
559,age2-,age1-,0.5177777777777778,0.8,0.5852534562211983,4-6 vs. 7-9
560,age2-,age1-,0.5,0.95,0.8999999999999999,4-6 vs. 7-9
561,age2-,age3-,0.54,0.6,0.13043478260869554,7-9 vs. 10-12
562,age2-,age3-,0.5375,0.775,0.5135135135135136,7-9 vs. 10-12
563,age2-,age3-,0.5,0.7,0.3999999999999999,7-9 vs. 10-12
564,age2-,age3-,0.51,0.85,0.6938775510204082,7-9 vs. 10-12
565,age2-,age3-,0.5355555555555556,0.8,0.5693779904306221,7-9 vs. 10-12
566,age2-,age3-,0.544,0.8,0.5614035087719299,7-9 vs. 10-12
567,age2-,age3-,0.5,0.8,0.6000000000000001,7-9 vs. 10-12
568,age2-,age3-,0.5392,0.84,0.6527777777777777,7-9 vs. 10-12
569,age2-,age2-,0.5583333333333333,0.7333333333333333,0.3962264150943395,7-9 vs. 7-9
570,age2-,age2-,0.5288888888888889,0.8166666666666667,0.6108490566037735,7-9 vs. 7-9
571,age2-,age3-,0.504,0.84,0.6774193548387096,7-9 vs. 10-12
572,age2-,age5-,0.5425,0.8125,0.5901639344262295,7-9 vs. Adults
573,age2-,age5-,0.5375,0.7625,0.4864864864864864,7-9 vs. Adults
574,age2-,age5-,0.5499999999999999,0.725,0.38888888888888895,7-9 vs. Adults
607,age2-,vgg19-,0.4125,0.4125,0.0,7-9 vs. DNNs
608,age2-,BiTM_resnetv2_152x2-,0.5575,0.7125,0.35028248587570626,7-9 vs. DNNs
615,age2-,ResNeXt101_32x16d_swsl-,0.5425,0.6625,0.2622950819672131,7-9 vs. DNNs
620,age2-,resnext101_32x8d-,0.4575,0.4875,0.05529953917050686,7-9 vs. DNNs
623,age2-,swag_regnety_128gf_in1k-,0.5925,0.6375,0.11042944785276056,7-9 vs. DNNs
628,age1-,age2-,0.53,0.625,0.20212765957446804,4-6 vs. 7-9
629,age1-,age2-,0.5328395061728395,0.6888888888888889,0.33403805496828753,4-6 vs. 7-9
630,age1-,age3-,0.52625,0.6,0.15567282321899736,4-6 vs. 10-12
631,age1-,age3-,0.5362962962962963,0.6666666666666666,0.2811501597444089,4-6 vs. 10-12
632,age1-,age1-,0.4911111111111111,0.7,0.41048034934497796,4-6 vs. 4-6
633,age1-,age4-,0.5362962962962963,0.6666666666666666,0.2811501597444089,4-6 vs. 13-15
634,age1-,age4-,0.4900000000000001,0.55,0.1176470588235294,4-6 vs. 13-15
635,age1-,age4-,0.5535802469135802,0.6,0.10398230088495578,4-6 vs. 13-15
636,age1-,age4-,0.608,0.72,0.2857142857142857,4-6 vs. 13-15
637,age1-,age3-,0.5375,0.675,0.2972972972972974,4-6 vs. 10-12
638,age1-,age3-,0.5397530864197531,0.6888888888888889,0.3240343347639485,4-6 vs. 10-12
639,age1-,age1-,0.5599999999999999,0.75,0.4318181818181819,4-6 vs. 4-6
640,age1-,age1-,0.5,0.6,0.2,4-6 vs. 4-6
641,age1-,age3-,0.4900000000000001,0.55,0.1176470588235294,4-6 vs. 10-12
642,age1-,age3-,0.5225,0.675,0.3193717277486913,4-6 vs. 10-12
643,age1-,age3-,0.5,0.75,0.5,4-6 vs. 10-12
644,age1-,age3-,0.54,0.7,0.3478260869565216,4-6 vs. 10-12
645,age1-,age3-,0.6199999999999999,0.7,0.2105263157894738,4-6 vs. 10-12
646,age1-,age2-,0.5466666666666666,0.6888888888888889,0.3137254901960785,4-6 vs. 7-9
647,age1-,age2-,0.608,0.64,0.08163265306122455,4-6 vs. 7-9
648,age1-,age5-,0.5362962962962963,0.6222222222222222,0.18530351437699688,4-6 vs. Adults
649,age1-,age5-,0.5293827160493827,0.5777777777777777,0.10283315844700937,4-6 vs. Adults
650,age1-,age5-,0.5466666666666666,0.6888888888888889,0.3137254901960785,4-6 vs. Adults
683,age1-,vgg19-,0.43259259259259264,0.4,-0.05744125326370762,4-6 vs. DNNs
684,age1-,BiTM_resnetv2_152x2-,0.5466666666666666,0.6,0.11764705882352942,4-6 vs. DNNs
691,age1-,ResNeXt101_32x16d_swsl-,0.5362962962962963,0.5333333333333333,-0.006389776357827437,4-6 vs. DNNs
696,age1-,resnext101_32x8d-,0.4602469135802469,0.5333333333333333,0.13540713632204934,4-6 vs. DNNs
699,age1-,swag_regnety_128gf_in1k-,0.5674074074074074,0.5555555555555556,-0.027397260273972438,4-6 vs. DNNs
704,age2-,age2-,0.5880000000000001,0.82,0.5631067961165046,7-9 vs. 7-9
705,age2-,age3-,0.5880000000000001,0.86,0.6601941747572815,7-9 vs. 10-12
706,age2-,age3-,0.5880000000000001,0.82,0.5631067961165046,7-9 vs. 10-12
707,age2-,age1-,0.44666666666666666,0.6666666666666666,0.3975903614457831,4-6 vs. 7-9
708,age2-,age4-,0.6144000000000001,0.76,0.37759336099585056,7-9 vs. 13-15
709,age2-,age4-,0.53,0.75,0.4680851063829787,7-9 vs. 13-15
710,age2-,age4-,0.6301234567901234,0.8,0.4592790387182913,7-9 vs. 13-15
711,age2-,age4-,0.66,0.9,0.7058823529411765,7-9 vs. 13-15
712,age2-,age3-,0.5999999999999999,0.9,0.7500000000000001,7-9 vs. 10-12
713,age2-,age3-,0.5999999999999999,0.85,0.6250000000000001,7-9 vs. 10-12
714,age2-,age1-,0.5711111111111111,0.8,0.5336787564766841,4-6 vs. 7-9
715,age2-,age1-,0.5,0.75,0.5,4-6 vs. 7-9
716,age2-,age3-,0.53,0.75,0.4680851063829787,7-9 vs. 10-12
717,age2-,age3-,0.5599999999999999,0.85,0.6590909090909091,7-9 vs. 10-12
718,age2-,age3-,0.5,0.75,0.5,7-9 vs. 10-12
719,age2-,age3-,0.5499999999999999,0.75,0.4444444444444445,7-9 vs. 10-12
720,age2-,age3-,0.6422222222222222,0.9333333333333332,0.8136645962732919,7-9 vs. 10-12
721,age2-,age2-,0.6407999999999999,0.86,0.6102449888641426,7-9 vs. 7-9
722,age2-,age2-,0.6422222222222222,0.8666666666666667,0.6273291925465839,7-9 vs. 7-9
723,age2-,age5-,0.6055999999999999,0.9,0.7464503042596351,7-9 vs. Adults
724,age2-,age5-,0.5968,0.8,0.5039682539682541,7-9 vs. Adults
725,age2-,age5-,0.6232,0.86,0.6284501061571125,7-9 vs. Adults
758,age2-,vgg19-,0.31520000000000004,0.28,-0.05140186915887852,7-9 vs. DNNs
759,age2-,BiTM_resnetv2_152x2-,0.6319999999999999,0.76,0.34782608695652195,7-9 vs. DNNs
766,age2-,ResNeXt101_32x16d_swsl-,0.6144000000000001,0.8,0.4813278008298755,7-9 vs. DNNs
771,age2-,resnext101_32x8d-,0.3768,0.38,0.005134788189987132,7-9 vs. DNNs
774,age2-,swag_regnety_128gf_in1k-,0.6936,0.78,0.28198433420365543,7-9 vs. DNNs
779,age2-,age3-,0.58,0.76,0.4285714285714287,7-9 vs. 10-12
780,age2-,age3-,0.565,0.7875,0.5114942528735632,7-9 vs. 10-12
781,age2-,age1-,0.44666666666666666,0.6666666666666666,0.3975903614457831,4-6 vs. 7-9
782,age2-,age4-,0.5777777777777777,0.7,0.2894736842105263,7-9 vs. 13-15
783,age2-,age4-,0.52,0.6,0.1666666666666666,7-9 vs. 13-15
784,age2-,age4-,0.587107438016529,0.7272727272727273,0.33947157726180943,7-9 vs. 13-15
785,age2-,age4-,0.6088888888888888,0.8,0.4886363636363639,7-9 vs. 13-15
786,age2-,age3-,0.5609876543209876,0.8,0.5444319460067493,7-9 vs. 10-12
787,age2-,age3-,0.6079012345679012,0.7333333333333333,0.3198992443324936,7-9 vs. 10-12
788,age2-,age1-,0.5711111111111111,0.7333333333333333,0.37823834196891176,4-6 vs. 7-9
789,age2-,age1-,0.5,0.7,0.3999999999999999,4-6 vs. 7-9
790,age2-,age3-,0.52,0.5,-0.04166666666666671,7-9 vs. 10-12
791,age2-,age3-,0.5599999999999999,0.7,0.3181818181818182,7-9 vs. 10-12
792,age2-,age3-,0.5,0.7,0.3999999999999999,7-9 vs. 10-12
793,age2-,age3-,0.5599999999999999,0.7,0.3181818181818182,7-9 vs. 10-12
